,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
186,HMDB0038001,Delphinidin 3-rutinoside,C27H31O16,611.5254,611.161209944,"5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-2-(3,4,5-trihydroxyphenyl)-1lambda4-chromen-1-ylium","5,7-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-2-(3,4,5-trihydroxyphenyl)-1lambda4-chromen-1-ylium",15674-58-5,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C27H30O16/c1-8-18(32)21(35)23(37)26(40-8)39-7-17-20(34)22(36)24(38)27(43-17)42-16-6-11-12(29)4-10(28)5-15(11)41-25(16)9-2-13(30)19(33)14(31)3-9/h2-6,8,17-18,20-24,26-27,32,34-38H,7H2,1H3,(H4-,28,29,30,31,33)/p+1/t8-,17+,18-,20+,21+,22-,23+,24+,26+,27+/m0/s1",PLKUTZNSKRWCCA-LTSKFBHWSA-O
187,HMDB0038010,Malvidin 3-galactoside,C23H25O12,493.4374,493.134601264,"5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium",oenin,30113-37-2,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1,"InChI=1S/C23H24O12/c1-31-14-3-9(4-15(32-2)18(14)27)22-16(7-11-12(26)5-10(25)6-13(11)33-22)34-23-21(30)20(29)19(28)17(8-24)35-23/h3-7,17,19-21,23-24,28-30H,8H2,1-2H3,(H2-,25,26,27)/p+1",PXUQTDZNOHRWLI-UHFFFAOYSA-O
188,HMDB0038055,"2-Hydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one",C9H9NO4,195.1721,195.053157781,"2-hydroxy-7-methoxy-3,4-dihydro-2H-1,4-benzoxazin-3-one","2-hydroxy-7-methoxy-2,4-dihydro-1,4-benzoxazin-3-one",17359-53-4,COC1=CC2=C(NC(=O)C(O)O2)C=C1,"InChI=1S/C9H9NO4/c1-13-5-2-3-6-7(4-5)14-9(12)8(11)10-6/h2-4,9,12H,1H3,(H,10,11)",NDEPTLCFICMYLH-UHFFFAOYSA-N
189,HMDB0038089,Peonidin 3-arabinoside,C21H21O10,433.3854,433.113471892,"3-{[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium","3-{[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium",27214-74-0,COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2,"InChI=1S/C21H20O10/c1-28-15-4-9(2-3-12(15)24)20-16(30-21-19(27)18(26)17(8-22)31-21)7-11-13(25)5-10(23)6-14(11)29-20/h2-7,17-19,21-22,26-27H,8H2,1H3,(H2-,23,24,25)/p+1/t17-,18-,19+,21+/m1/s1",KGHFAKPGOXLHAB-BNDYYXHWSA-O
190,HMDB0038093,Petunidin 3-galactoside,C22H23O12,479.4108,479.1189512,"2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1lambda4-chromen-1-ylium","2-(3,4-dihydroxy-5-methoxyphenyl)-5,7-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1lambda4-chromen-1-ylium",28500-02-9,COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=C1OC1OC(CO)C(O)C(O)C1O)C(O)=CC(O)=C2,"InChI=1S/C22H22O12/c1-31-14-3-8(2-12(26)17(14)27)21-15(6-10-11(25)4-9(24)5-13(10)32-21)33-22-20(30)19(29)18(28)16(7-23)34-22/h2-6,16,18-20,22-23,28-30H,7H2,1H3,(H3-,24,25,26,27)/p+1",CCQDWIRWKWIUKK-UHFFFAOYSA-O
191,HMDB0038094,Petunidin 3-arabinoside,C21H21O10,433.3854,433.113471892,"2-(3,4-dihydroxy-5-methoxyphenyl)-7-hydroxy-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]-1λ⁴-chromen-1-ylium","2-(3,4-dihydroxy-5-methoxyphenyl)-7-hydroxy-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]-1λ⁴-chromen-1-ylium",28500-03-0,COC1=CC(=CC(O)=C1O)C1=C(OC2OCC(O)C(O)C2O)C=C2C=CC(O)=CC2=[O+]1,"InChI=1S/C21H20O10/c1-28-15-6-10(4-12(23)17(15)25)20-16(5-9-2-3-11(22)7-14(9)30-20)31-21-19(27)18(26)13(24)8-29-21/h2-7,13,18-19,21,24,26-27H,8H2,1H3,(H2-,22,23,25)/p+1",MVBYJYWJFIOZIW-UHFFFAOYSA-O
192,HMDB0038130,"1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-1-penten-3-one",C14H22O,206.3239,206.167065326,"(1E)-1-(2,6,6-trimethylcyclohex-1-en-1-yl)pent-1-en-3-one","(1E)-1-(2,6,6-trimethylcyclohex-1-en-1-yl)pent-1-en-3-one",127-43-5,CCC(=O)\C=C\C1=C(C)CCCC1(C)C,"InChI=1S/C14H22O/c1-5-12(15)8-9-13-11(2)7-6-10-14(13,3)4/h8-9H,5-7,10H2,1-4H3/b9-8+",LMWNGLDCJDIIBR-CMDGGOBGSA-N
193,HMDB0038157,beta-Guaiene,C15H24,204.3511,204.187800768,"1,4-dimethyl-7-(propan-2-ylidene)-1,2,3,4,5,6,7,8-octahydroazulene",guaiene,88-84-6,CC1CCC2=C1CC(CCC2C)=C(C)C,"InChI=1S/C15H24/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h11-12H,5-9H2,1-4H3",GIBQERSGRNPMEH-UHFFFAOYSA-N
194,HMDB0038168,gamma-Himachalene,C15H24,204.357,204.187800773,"3,5,5,9-tetramethyl-2,4a,5,6,7,9a-hexahydro-1H-benzo[7]annulene",gamma-himachalene,53111-25-4,CC1=CC2C(CC1)C(C)=CCCC2(C)C,"InChI=1S/C15H24/c1-11-7-8-13-12(2)6-5-9-15(3,4)14(13)10-11/h6,10,13-14H,5,7-9H2,1-4H3",PUWNTRHCKNHSAT-UHFFFAOYSA-N
195,HMDB0038361,(-)-Epigallocatechin,C15H14O7,306.2675,306.073952802,"(2R,3R)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",epigallocatechin,970-74-1,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1",XMOCLSLCDHWDHP-IUODEOHRSA-N
196,HMDB0038365,(+)-Gallocatechin,C15H14O7,306.27,306.073952791,"(2R,3S)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",(+)-gallocatechin,970-73-0,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15+/m0/s1",XMOCLSLCDHWDHP-SWLSCSKDSA-N
197,HMDB0038925,(4-Hydroxy-3-methoxyphenyl)ethanol,C9H12O3,168.1898,168.07864425,4-(2-hydroxyethyl)-2-methoxyphenol,homovanillyl alcohol,2380-78-1,COC1=C(O)C=CC(CCO)=C1,"InChI=1S/C9H12O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,10-11H,4-5H2,1H3",XHUBSJRBOQIZNI-UHFFFAOYSA-N
198,HMDB0040284,"1,2-Dihydro-1,1,6-trimethylnaphthalene",C13H16,172.2661,172.125200512,"1,1,6-trimethyl-1,2-dihydronaphthalene","1,1,6-trimethyl-2H-naphthalene",30364-38-6,CC1=CC2=C(C=C1)C(C)(C)CC=C2,"InChI=1S/C13H16/c1-10-6-7-12-11(9-10)5-4-8-13(12,2)3/h4-7,9H,8H2,1-3H3",RTUMCNDCAVLXEP-UHFFFAOYSA-N
199,HMDB0041566,2-Methyl-5-(methylthio)furan,C6H8OS,128.19,128.029586052,2-methyl-5-(methylsulfanyl)furan,2-methyl-5-(methylsulfanyl)furan,13678-59-6,CSC1=CC=C(C)O1,"InChI=1S/C6H8OS/c1-5-3-4-6(7-5)8-2/h3-4H,1-2H3",RESBOJMQOGJOMW-UHFFFAOYSA-N
200,HMDB0041647,2-Dehydro-O-desmethylangolensin,C15H12O4,256.2534,256.073558872,"1-(2,4-dihydroxyphenyl)-2-(4-hydroxyphenyl)prop-2-en-1-one","1-(2,4-dihydroxyphenyl)-2-(4-hydroxyphenyl)prop-2-en-1-one",Nah,OC1=CC=C(C=C1)C(=C)C(=O)C1=C(O)C=C(O)C=C1,"InChI=1S/C15H12O4/c1-9(10-2-4-11(16)5-3-10)15(19)13-7-6-12(17)8-14(13)18/h2-8,16-18H,1H2",MPNKZWIUITZJCR-UHFFFAOYSA-N
201,HMDB0041651,"3',4',5,7-Tetrahydroxyisoflavanone",C15H12O6,288.2522,288.063388116,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one","3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-2,3-dihydro-1-benzopyran-4-one",Nah,OC1=CC(O)=C2C(=O)C(COC2=C1)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H12O6/c16-8-4-12(19)14-13(5-8)21-6-9(15(14)20)7-1-2-10(17)11(18)3-7/h1-5,9,16-19H,6H2",DYLLIDCIKLUGBZ-UHFFFAOYSA-N
202,HMDB0041652,"3',4',7-Trihydroxyisoflavan",C15H14O4,258.2693,258.089208936,"4-(7-hydroxy-3,4-dihydro-2H-1-benzopyran-3-yl)benzene-1,2-diol","4-(7-hydroxy-3,4-dihydro-2H-1-benzopyran-3-yl)benzene-1,2-diol",Nah,OC1=CC=C2CC(COC2=C1)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H14O4/c16-12-3-1-10-5-11(8-19-15(10)7-12)9-2-4-13(17)14(18)6-9/h1-4,6-7,11,16-18H,5,8H2",BXUZHRKORIBRMQ-UHFFFAOYSA-N
203,HMDB0041654,3'-Hydroxy-O-desmethylangolensin,C15H14O5,274.2687,274.084123558,"2-(4-hydroxyphenyl)-1-(2,3,4-trihydroxyphenyl)propan-1-one","2-(4-hydroxyphenyl)-1-(2,3,4-trihydroxyphenyl)propan-1-one",Nah,CC(C(=O)C1=C(O)C(O)=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H14O5/c1-8(9-2-4-10(16)5-3-9)13(18)11-6-7-12(17)15(20)14(11)19/h2-8,16-17,19-20H,1H3",XTSWJTBIEXVATN-UHFFFAOYSA-N
204,HMDB0041655,3'-Hydroxydaidzein,C15H10O5,270.2369,270.05282343,"3-(3,4-dihydroxyphenyl)-7-hydroxy-4H-chromen-4-one","3',4',7-trihydroxyisoflavone",Nah,OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O5/c16-9-2-3-10-14(6-9)20-7-11(15(10)19)8-1-4-12(17)13(18)5-8/h1-7,16-18H",DDKGKOOLFLYZDL-UHFFFAOYSA-N
205,HMDB0041656,3'-Hydroxydihydrodaidzein,C15H12O5,272.2528,272.068473494,"3-(3,4-dihydroxyphenyl)-7-hydroxy-3,4-dihydro-2H-1-benzopyran-4-one","3-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzopyran-4-one",Nah,OC1=CC=C2C(=O)C(COC2=C1)C1=CC=C(O)C(O)=C1,"InChI=1S/C15H12O5/c16-9-2-3-10-14(6-9)20-7-11(15(10)19)8-1-4-12(17)13(18)5-8/h1-6,11,16-18H,7H2",NIUUFTCRUDJDHY-UHFFFAOYSA-N
206,HMDB0041657,3'-Hydroxyequol,C15H14O4,258.2693,258.089208936,"4-[(3S)-7-hydroxy-3,4-dihydro-2H-1-benzopyran-3-yl]benzene-1,2-diol","4-[(3S)-7-hydroxy-3,4-dihydro-2H-1-benzopyran-3-yl]benzene-1,2-diol",Nah,OC1=CC=C2C[C@H](COC2=C1)C1=CC=C(O)C(O)=C1,"InChI=1S/C15H14O4/c16-12-3-1-10-5-11(8-19-15(10)7-12)9-2-4-13(17)14(18)6-9/h1-4,6-7,11,16-18H,5,8H2/t11-/m1/s1",BXUZHRKORIBRMQ-LLVKDONJSA-N
207,HMDB0041658,3'-Hydroxygenistein,C15H10O6,286.2363,286.047738052,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",quercitin,Nah,OC1=CC2=C(C(O)=C1)C(=O)C(=CO2)C1=CC=C(O)C(O)=C1,"InChI=1S/C15H10O6/c16-8-4-12(19)14-13(5-8)21-6-9(15(14)20)7-1-2-10(17)11(18)3-7/h1-6,16-19H",IOYHCQBYQJQBSK-UHFFFAOYSA-N
208,HMDB0041660,3'-O-Methylequol,C16H16O4,272.2958,272.104859,"(3S)-3-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol","(3S)-3-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol",Nah,COC1=CC(=CC=C1O)[C@H]1COC2=CC(O)=CC=C2C1,"InChI=1S/C16H16O4/c1-19-16-7-10(3-5-14(16)18)12-6-11-2-4-13(17)8-15(11)20-9-12/h2-5,7-8,12,17-18H,6,9H2,1H3/t12-/m1/s1",BMADVHDZKAZTNF-GFCCVEGCSA-N
209,HMDB0041665,3-Hydroxy-4-methoxyphenyllactic acid,C10H12O5,212.1993,212.068473494,2-hydroxy-3-(3-hydroxy-4-methoxyphenyl)propanoic acid,2-hydroxy-3-(3-hydroxy-4-methoxyphenyl)propanoic acid,Nah,COC1=CC=C(CC(O)C(O)=O)C=C1O,"InChI=1S/C10H12O5/c1-15-9-3-2-6(4-7(9)11)5-8(12)10(13)14/h2-4,8,11-12H,5H2,1H3,(H,13,14)",UIQJPTIJLALAGB-UHFFFAOYSA-N
210,HMDB0041669,"4',7-Dihydroxy-3'-methoxyisoflavan",C16H16O4,272.2958,272.104859,"3-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol","3-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol",Nah,COC1=C(O)C=CC(=C1)C1COC2=CC(O)=CC=C2C1,"InChI=1S/C16H16O4/c1-19-16-7-10(3-5-14(16)18)12-6-11-2-4-13(17)8-15(11)20-9-12/h2-5,7-8,12,17-18H,6,9H2,1H3",BMADVHDZKAZTNF-UHFFFAOYSA-N
211,HMDB0041670,"4',7-Dihydroxy-6-methoxyisoflavan",C16H16O4,272.2958,272.104859,"3-(4-hydroxyphenyl)-6-methoxy-3,4-dihydro-2H-1-benzopyran-7-ol","3-(4-hydroxyphenyl)-6-methoxy-3,4-dihydro-2H-1-benzopyran-7-ol",Nah,COC1=C(O)C=C2OCC(CC2=C1)C1=CC=C(O)C=C1,"InChI=1S/C16H16O4/c1-19-16-7-11-6-12(9-20-15(11)8-14(16)18)10-2-4-13(17)5-3-10/h2-5,7-8,12,17-18H,6,9H2,1H3",UIGOOLXQMJUBBW-UHFFFAOYSA-N
212,HMDB0041678,4'-O-Methylequol,C16H16O3,256.2964,256.109944378,"(3S)-3-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol","(3S)-3-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol",Nah,COC1=CC=C(C=C1)[C@H]1COC2=CC(O)=CC=C2C1,"InChI=1S/C16H16O3/c1-18-15-6-3-11(4-7-15)13-8-12-2-5-14(17)9-16(12)19-10-13/h2-7,9,13,17H,8,10H2,1H3/t13-/m1/s1",FPRFNXQLWQOWED-CYBMUJFWSA-N
213,HMDB0041679,"4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid",C11H14O5,226.2259,226.084123558,"5-(3,4-dihydroxyphenyl)-4-hydroxypentanoic acid","5-(3,4-dihydroxyphenyl)-4-hydroxypentanoic acid",Nah,OC(CCC(O)=O)CC1=CC(O)=C(O)C=C1,"InChI=1S/C11H14O5/c12-8(2-4-11(15)16)5-7-1-3-9(13)10(14)6-7/h1,3,6,8,12-14H,2,4-5H2,(H,15,16)",JDBYFCLHVYVXCX-UHFFFAOYSA-N
214,HMDB0041685,5'-Hydroxy-O-desmethylangolensin,C15H14O5,274.2687,274.084123558,"2-(4-hydroxyphenyl)-1-(2,4,5-trihydroxyphenyl)propan-1-one","2-(4-hydroxyphenyl)-1-(2,4,5-trihydroxyphenyl)propan-1-one",Nah,CC(C(=O)C1=C(O)C=C(O)C(O)=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H14O5/c1-8(9-2-4-10(16)5-3-9)15(20)11-6-13(18)14(19)7-12(11)17/h2-8,16-19H,1H3",MPGFHNNVFUGPOX-UHFFFAOYSA-N
215,HMDB0041686,5'-Methoxy-O-desmethylangolensin,C16H16O5,288.2952,288.099773622,"1-(2,4-dihydroxy-5-methoxyphenyl)-2-(4-hydroxyphenyl)propan-1-one","1-(2,4-dihydroxy-5-methoxyphenyl)-2-(4-hydroxyphenyl)propan-1-one",Nah,COC1=CC(C(=O)C(C)C2=CC=C(O)C=C2)=C(O)C=C1O,"InChI=1S/C16H16O5/c1-9(10-3-5-11(17)6-4-10)16(20)12-7-15(21-2)14(19)8-13(12)18/h3-9,17-19H,1-2H3",NAIOQCWMMFVXSV-UHFFFAOYSA-N
216,HMDB0041687,"5,6,7,3',4'-Pentahydroxyisoflavone",C15H10O7,302.2357,302.042652674,"3-(3,4-dihydroxyphenyl)-5,6,7-trihydroxy-4H-chromen-4-one","3-(3,4-dihydroxyphenyl)-5,6,7-trihydroxychromen-4-one",Nah,OC1=CC=C(C=C1O)C1=COC2=CC(O)=C(O)C(O)=C2C1=O,"InChI=1S/C15H10O7/c16-8-2-1-6(3-9(8)17)7-5-22-11-4-10(18)14(20)15(21)12(11)13(7)19/h1-5,16-18,20-21H",BIDDAFIPYBBDES-UHFFFAOYSA-N
217,HMDB0041688,"5,6,7,4'-Tetrahydroxyisoflavone",C15H10O6,286.2363,286.047738052,"5,6,7-trihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one",6-hydroxygenistein,Nah,OC1=CC=C(C=C1)C1=COC2=CC(O)=C(O)C(O)=C2C1=O,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)9-6-21-11-5-10(17)14(19)15(20)12(11)13(9)18/h1-6,16-17,19-20H",HDXSEWOOSVMREY-UHFFFAOYSA-N
218,HMDB0041689,"5,7,8,3',4'-Pentahydroxyisoflavone",C15H10O7,302.2357,302.042652674,"3-(3,4-dihydroxyphenyl)-5,7,8-trihydroxy-4H-chromen-4-one","3-(3,4-dihydroxyphenyl)-5,7,8-trihydroxychromen-4-one",Nah,OC1=CC=C(C=C1O)C1=COC2=C(O)C(O)=CC(O)=C2C1=O,"InChI=1S/C15H10O7/c16-8-2-1-6(3-9(8)17)7-5-22-15-12(13(7)20)10(18)4-11(19)14(15)21/h1-5,16-19,21H",USQGZNXXBDCNQF-UHFFFAOYSA-N
219,HMDB0041691,"5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone",C11H12O5,224.21,224.068473494,"5-[(3,4,5-trihydroxyphenyl)methyl]oxolan-2-one","5-[(3,4,5-trihydroxyphenyl)methyl]oxolan-2-one",Nah,OC1=CC(CC2CCC(=O)O2)=CC(O)=C1O,"InChI=1S/C11H12O5/c12-8-4-6(5-9(13)11(8)15)3-7-1-2-10(14)16-7/h4-5,7,12-13,15H,1-3H2",CZVAQLJEUUFQCH-UHFFFAOYSA-N
220,HMDB0041692,"5-(3',5'-Dihydroxyphenyl)-gamma-valerolactone",C11H12O4,208.2106,208.073558872,"5-[(3,5-dihydroxyphenyl)methyl]oxolan-2-one","5-[(3,5-dihydroxyphenyl)methyl]oxolan-2-one",Nah,OC1=CC(CC2CCC(=O)O2)=CC(O)=C1,"InChI=1S/C11H12O4/c12-8-3-7(4-9(13)6-8)5-10-1-2-11(14)15-10/h3-4,6,10,12-13H,1-2,5H2",WAKFBGOXOFLZLZ-UHFFFAOYSA-N
221,HMDB0041695,6'-Hydroxy-O-desmethylangolensin,C15H14O5,274.2687,274.084123558,"2-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one","2-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",Nah,CC(C(=O)C1=C(O)C=C(O)C=C1O)C1=CC=C(O)C=C1,"InChI=1S/C15H14O5/c1-8(9-2-4-10(16)5-3-9)15(20)14-12(18)6-11(17)7-13(14)19/h2-8,16-19H,1H3",IEFUAUZFJJOQMC-UHFFFAOYSA-N
222,HMDB0041696,6'-Hydroxyangolensin,C16H16O5,288.2952,288.099773622,"2-(4-methoxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one","2-(4-methoxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",Nah,COC1=CC=C(C=C1)C(C)C(=O)C1=C(O)C=C(O)C=C1O,"InChI=1S/C16H16O5/c1-9(10-3-5-12(21-2)6-4-10)16(20)15-13(18)7-11(17)8-14(15)19/h3-9,17-19H,1-2H3",UDALNYNLNYDPMV-UHFFFAOYSA-N
223,HMDB0041698,6-Hydroxydihydrodaidzein,C15H12O5,272.2528,272.068473494,"6,7-dihydroxy-3-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","6,7-dihydroxy-3-(4-hydroxyphenyl)-2,3-dihydro-1-benzopyran-4-one",Nah,OC1=CC=C(C=C1)C1COC2=CC(O)=C(O)C=C2C1=O,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)11-7-20-14-6-13(18)12(17)5-10(14)15(11)19/h1-6,11,16-18H,7H2",ZAIJTQZQMCNJHG-UHFFFAOYSA-N
224,HMDB0041701,6-O-Methylequol,C16H16O4,272.2958,272.104859,"(3S)-3-(4-hydroxyphenyl)-6-methoxy-3,4-dihydro-2H-1-benzopyran-7-ol","(3S)-3-(4-hydroxyphenyl)-6-methoxy-3,4-dihydro-2H-1-benzopyran-7-ol",Nah,COC1=C(O)C=C2OC[C@@H](CC2=C1)C1=CC=C(O)C=C1,"InChI=1S/C16H16O4/c1-19-16-7-11-6-12(9-20-15(11)8-14(16)18)10-2-4-13(17)5-3-10/h2-5,7-8,12,17-18H,6,9H2,1H3/t12-/m1/s1",UIGOOLXQMJUBBW-GFCCVEGCSA-N
225,HMDB0041702,"7,8,3',4'-Tetrahydroxyisoflavone",C15H10O6,286.2363,286.047738052,"3-(3,4-dihydroxyphenyl)-7,8-dihydroxy-4H-chromen-4-one","3-(3,4-dihydroxyphenyl)-7,8-dihydroxychromen-4-one",Nah,OC1=CC=C(C=C1O)C1=COC2=C(O)C(O)=CC=C2C1=O,"InChI=1S/C15H10O6/c16-10-3-1-7(5-12(10)18)9-6-21-15-8(13(9)19)2-4-11(17)14(15)20/h1-6,16-18,20H",VMOBWBRUROXCOO-UHFFFAOYSA-N
226,HMDB0041704,8-Hydroxydihydrodaidzein,C15H12O5,272.2528,272.068473494,"7,8-dihydroxy-3-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","7,8-dihydroxy-3-(4-hydroxyphenyl)-2,3-dihydro-1-benzopyran-4-one",Nah,OC1=CC=C(C=C1)C1COC2=C(O)C(O)=CC=C2C1=O,"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)11-7-20-15-10(13(11)18)5-6-12(17)14(15)19/h1-6,11,16-17,19H,7H2",IPNJSNNLHGSALU-UHFFFAOYSA-N
227,HMDB0041710,cis-4-Hydroxyequol,C15H14O4,258.2693,258.089208936,"(3S,4S)-3-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,7-diol","(3S,4S)-3-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,7-diol",Nah,O[C@H]1[C@H](COC2=CC(O)=CC=C12)C1=CC=C(O)C=C1,"InChI=1S/C15H14O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-7,13,15-18H,8H2/t13-,15-/m1/s1",YOSDNAMJVOLJKI-UKRRQHHQSA-N
228,HMDB0041712,cis-Resveratrol 3-sulfate,C14H12O6S,308.306,308.035458806,{3-hydroxy-5-[(Z)-2-(4-hydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid,{3-hydroxy-5-[(Z)-2-(4-hydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid,Nah,OC1=CC=C(\C=C/C2=CC(OS(O)(=O)=O)=CC(O)=C2)C=C1,"InChI=1S/C14H12O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1-",DULQFFCIVGYOFH-UPHRSURJSA-N
229,HMDB0041714,cis-Resveratrol 4'-sulfate,C14H12O6S,308.306,308.035458806,"{4-[(Z)-2-(3,5-dihydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid","{4-[(Z)-2-(3,5-dihydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid",Nah,OC1=CC(\C=C/C2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1,"InChI=1S/C14H12O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1-",KOTTWDFKZULRPN-UPHRSURJSA-N
