accession,name,synonyms,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
HMDB0000195,Inosine,"9-beta-D-Ribofuranosyl-9H-purin-6-ol|9-beta-D-Ribofuranosylhypoxanthine|Hypoxanthine D-riboside|Hypoxanthosine|i|Inosin|Inosina|Inosinum|Inotin|9-b-D-Ribofuranosyl-9H-purin-6-ol|9-Β-D-ribofuranosyl-9H-purin-6-ol|9-b-D-Ribofuranosylhypoxanthine|9-Β-D-ribofuranosylhypoxanthine|(-)-Inosine|1,9-Dihydro-9-b-D-ribofuranosyl-6H-purin-6-one|1,9-Dihydro-9-beta-D-ribofuranosyl-6H-purin-6-one|1,9-Dihydro-9-beta-delta-ribofuranosyl-6H-purin-6-one|9-b-D-Ribofuranosyl-hypoxanthine|9-beta-D-Ribofuranosyl-hypoxanthine|9-beta-delta-Ribofuranosyl-hypoxanthine|9-beta-delta-Ribofuranosylhypoxanthine|9beta-D-Ribofuranosylhypoxanthine|9beta-delta-Ribofuranosylhypoxanthine|Atorel|beta-D-Ribofuranoside hypoxanthine-9|beta-delta-Ribofuranoside hypoxanthine-9|beta-Inosine|HXR|Hypoxanthine 9-beta-D-ribofuranoside|Hypoxanthine 9-beta-delta-ribofuranoside|Hypoxanthine nucleoside|Hypoxanthine ribonucleoside|Hypoxanthine riboside|Hypoxanthine-9 beta-D-ribofuranoside|Hypoxanthine-9 beta-delta-ribofuranoside|Hypoxanthine-9-beta-D-ribofuranoside|Hypoxanthine-9-beta-delta-ribofuranoside|Hypoxanthine-9-D-ribofuranoside|Hypoxanthine-9-delta-ribofuranoside|Hypoxanthine-ribose|Indole-3-carboxaldehyde|Ino|Inosie|Iso-prinosine|Oxiamin|Panholic-L|Pantholic-L|Ribonosine|Selfer|Trophicardyl",C10H12N4O5,268.2261,268.080769514,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one",inosine,58-63-9,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N
HMDB0000197,Indoleacetic acid,"(indol-3-yl)Acetate|(indol-3-yl)Acetic acid|2-(indol-3-yl)Ethanoic acid|3-Indolylessigsaeure|Heteroauxin|IAA|IES|Indole-3-acetic acid|Indoleacetate|(1H-indol-3-yl)Acetate|2-(indol-3-yl)Ethanoate|Indole-3-acetate|(1H-indol-3-yl)Acetic acid|(1H-indol-3-yl)-Acetate|(1H-indol-3-yl)-Acetic acid|1H-indol-3-Ylacetate|1H-indol-3-Ylacetic acid|1H-Indole-3-acetate|1H-Indole-3-acetic acid|2-(1H-indol-3-yl)Acetate|2-(1H-indol-3-yl)Acetic acid|2-(3-Indolyl)acetate|2-(3-Indolyl)acetic acid|3-(Carboxymethyl)indole|3-IAA|3-Indole-acetic acid|3-Indoleacetate|3-Indoleacetic acid|3-Indolylacetate|3-Indolylacetic acid|alpha-indol-3-yl-Acetic acid|b-Indoleacetate|b-Indoleacetic acid|b-Indolylacetate|b-Indolylacetic acid|beta-Indole-3-acetic acid|beta-Indoleacetate|beta-Indoleacetic acid|beta-Indolylacetate|beta-Indolylacetic acid|indol-3-Ylacetate|indol-3-Ylacetic acid|Indolyl-3-acetate|Indolyl-3-acetic acid|Indolylacetate|Indolylacetic acid|Kyselina 3-indolyloctova|Rhizopin|Rhizopon a|Skatole carboxylate|Skatole carboxylic acid|Indoleacetic acid, calcium salt|Indoleacetic acid, monopotassium salt|Indoleacetic acid, monosodium salt|IES CPD|Indole acetic acid|Indoleacetic acid, alpha-(14)C-labeled|(R,R)-3,3'-Dithiobis(2-aminopropanoic acid)|(R-(R*,r*))-3,3'-dithiobis(2-aminopropanoic acid)|3,3'-Dithiobis-L-alanine|beta,Beta'-diamino-beta,beta'-dicarboxydiethyl disulfide|beta,Beta'-dithiodialanine|Bis(beta-amino-beta-carboxyethyl) disulfide|e921|L-alpha-Diamino-beta-dithiolactic acid|L-Dicysteine|Oxidized L-cysteine|(R,R)-3,3'-Dithiobis(2-aminopropanoate)|(R-(R*,r*))-3,3'-dithiobis(2-aminopropanoate)|b,Beta'-diamino-b,beta'-dicarboxydiethyl disulfide|b,Beta'-diamino-b,beta'-dicarboxydiethyl disulphide|beta,Beta'-diamino-beta,beta'-dicarboxydiethyl disulphide|Β,beta'-diamino-β,beta'-dicarboxydiethyl disulfide|Β,beta'-diamino-β,beta'-dicarboxydiethyl disulphide|b,Beta'-dithiodialanine|Β,beta'-dithiodialanine|Bis(b-amino-b-carboxyethyl) disulfide|Bis(b-amino-b-carboxyethyl) disulphide|Bis(beta-amino-beta-carboxyethyl) disulphide|Bis(β-amino-β-carboxyethyl) disulfide|Bis(β-amino-β-carboxyethyl) disulphide|L-a-Diamino-b-dithiolactate|L-a-Diamino-b-dithiolactic acid|L-alpha-Diamino-beta-dithiolactate|L-Α-diamino-β-dithiolactate|L-Α-diamino-β-dithiolactic acid|(-)-Cystine|(R-(R*,r*))-3,3'-dithiobis|2-Amino-3-(2-amino-2-carboxy-ethyl)disulfanyl-propanoate|2-Amino-3-(2-amino-2-carboxy-ethyl)disulfanyl-propanoic acid|2-Amino-3-[(2-amino-2-carboxyethyl)dithio]propanoate|2-Amino-3-[(2-amino-2-carboxyethyl)dithio]propanoic acid|3,3'-Dithiobis|3,3'-Dithiobis[2-amino-[R-(r*,r*)]-propanoate|3,3'-Dithiobis[2-amino-[R-(r*,r*)]-propanoic acid|3,3'-Dithiodialanine|b,B'-diamino-b,b'-dicarboxydiethyl disulfide|b,B'-dithiodialanine|beta,Beta'-dithiobisalanine|Bis(b-amino-beta-carboxyethyl) disulfide|Cysteine disulfide|Cystin|Cystine|Cystine acid|D(+)-3,3'-Dithiobis(2-aminopropanoate|D(+)-3,3'-Dithiobis(2-aminopropanoic acid|Dicysteine|Gelucystine|L-(-)-Cystine|L-Cysteine disulfide|L-Cystin|[R-(R*,r*)]-3,3'-dithiobis|L Cystine|Copper cystinate|(+)-Lactic acid|(S)-(+)-Lactic acid|(S)-2-Hydroxypropanoic acid|(S)-2-Hydroxypropionic acid|L-(+)-alpha-Hydroxypropionic acid|L-(+)-Lactic acid|L-Milchsaeure|L-Lactate|(+)-Lactate|(S)-(+)-Lactate|(S)-2-Hydroxypropanoate|(S)-2-Hydroxypropionate|L-(+)-a-Hydroxypropionate|L-(+)-a-Hydroxypropionic acid|L-(+)-alpha-Hydroxypropionate|L-(+)-Α-hydroxypropionate|L-(+)-Α-hydroxypropionic acid|L-(+)-Lactate|(alpha)-Lactate|(alpha)-Lactic acid|(S)-(+)-2-Hydroxypropanoate|(S)-(+)-2-Hydroxypropanoic acid|(S)-2-Hydroxy-propanoate|(S)-2-Hydroxy-propanoic acid|(S)-Lactate|(S)-Lactic acid|1-Hydroxyethane 1-carboxylate|1-Hydroxyethane 1-carboxylic acid|1-Hydroxyethanecarboxylate|1-Hydroxyethanecarboxylic acid|2-Hydroxypropanoate|2-Hydroxypropanoic acid|2-Hydroxypropionate|a-Hydroxypropanoate|a-Hydroxypropanoic acid|a-Hydroxypropionate|a-Hydroxypropionic acid|alpha-Hydroxypropanoate|alpha-Hydroxypropanoic acid|alpha-Hydroxypropionate|alpha-Hydroxypropionic acid|L-(+)- Lactic acid|L-2-Hydroxypropanoate|L-2-Hydroxypropanoic acid|Lactate|Lactic acid|Milk acid|Sarcolactic acid|2-Hydroxypropionic acid|D-Lactic acid|D Lactic acid|Lactate, ammonium|2 Hydroxypropanoic acid|2 Hydroxypropionic acid|Ammonium lactate|L Lactic acid|9-beta-D-Ribofuranosyl-9H-purin-6-ol|9-beta-D-Ribofuranosylhypoxanthine|Hypoxanthine D-riboside|Hypoxanthosine|i|Inosin|Inosina|Inosinum|Inotin|9-b-D-Ribofuranosyl-9H-purin-6-ol|9-Β-D-ribofuranosyl-9H-purin-6-ol|9-b-D-Ribofuranosylhypoxanthine|9-Β-D-ribofuranosylhypoxanthine|(-)-Inosine|1,9-Dihydro-9-b-D-ribofuranosyl-6H-purin-6-one|1,9-Dihydro-9-beta-D-ribofuranosyl-6H-purin-6-one|1,9-Dihydro-9-beta-delta-ribofuranosyl-6H-purin-6-one|9-b-D-Ribofuranosyl-hypoxanthine|9-beta-D-Ribofuranosyl-hypoxanthine|9-beta-delta-Ribofuranosyl-hypoxanthine|9-beta-delta-Ribofuranosylhypoxanthine|9beta-D-Ribofuranosylhypoxanthine|9beta-delta-Ribofuranosylhypoxanthine|Atorel|beta-D-Ribofuranoside hypoxanthine-9|beta-delta-Ribofuranoside hypoxanthine-9|beta-Inosine|HXR|Hypoxanthine 9-beta-D-ribofuranoside|Hypoxanthine 9-beta-delta-ribofuranoside|Hypoxanthine nucleoside|Hypoxanthine ribonucleoside|Hypoxanthine riboside|Hypoxanthine-9 beta-D-ribofuranoside|Hypoxanthine-9 beta-delta-ribofuranoside|Hypoxanthine-9-beta-D-ribofuranoside|Hypoxanthine-9-beta-delta-ribofuranoside|Hypoxanthine-9-D-ribofuranoside|Hypoxanthine-9-delta-ribofuranoside|Hypoxanthine-ribose|Indole-3-carboxaldehyde|Ino|Inosie|Iso-prinosine|Oxiamin|Panholic-L|Pantholic-L|Ribonosine|Selfer|Trophicardyl|(2S)-6-(Acetylamino)-2-aminohexanoic acid|N(6)-ACETYLLYSINE|N(zeta)-Acetyllysine|N-epsilon-Acetyl-L-lysine|N-Epsilon-Acetyllysine|N(epsilon)-Acetyl-L-lysine|N(zeta)-Acetyl-L-lysine|(2S)-6-(Acetylamino)-2-aminohexanoate|N(Z)-Acetyllysine|N(Ζ)-acetyllysine|N(Z)-Acetyl-L-lysine|N(Ζ)-acetyl-L-lysine|e-Acetyl-L-lysine|e-N-Acetyl-L-lysine|e-N-Acetyllysine|epsilon-Acetyl-L-lysine|epsilon-N-Acetyl-L-lysine|epsilon-N-Acetyllysine|L-e-N-Acetyllysine|L-epsilon-N-Acetyllysine|N-e-Acetyl-L-lysine|N-e-Acetyllysine|N6-Acetyllysine|Ne-acetyl-L-lysine|Ne-acetyllysine|Omega-N-acetyl-L-lysine|W-N-Acetyl-L-lysine|N(6)-Acetyllsine|Omega-acetyllsine|beta-Alanyl-3-methyl-L-histidine|beta-Alanyl-N(pai)-methyl-L-histidine|b-Alanyl-3-methyl-L-histidine|Β-alanyl-3-methyl-L-histidine|b-Alanyl-N(pai)-methyl-L-histidine|Β-alanyl-N(pai)-methyl-L-histidine|L-Anserine|L-N-b-Alanyl-3-methyl-histidine|L-N-beta-Alanyl-3-methyl-histidine|N-b-Alanyl-3-methyl-L-histidine|N-beta-Alanyl-3-methyl-L-histidine|Balanine|Beta Alanyl 3 methylhistidine|Beta-Alanyl-3-methylhistidine|Ophidine|Indoleacetic acid|3-(Carboxymethyl)-1H-indole|3-Indolylmethylcarboxylic acid|alpha-IAA|α-IAA|beta-IAA|β-IAA|β-Indoleacetic acid",C10H9NO2,175.184,175.063328537,2-(1H-indol-3-yl)acetic acid,β-indole-3-acetic acid,87-51-4,OC(=O)CC1=CNC2=C1C=CC=C2,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",SEOVTRFCIGRIMH-UHFFFAOYSA-N
HMDB0000201,L-Acetylcarnitine,"(-)-Acetylcarnitine|(R)-Acetylcarnitine|Acetyl-L-(-)-carnitine|Acetyl-L-carnitine|L-Carnitine acetyl ester|L-O-Acetylcarnitine|O-Acetyl-(R)-carnitine|R-Acetylcarnitine|L-Acetylcarnitine|Branigen|Levocarnitine acetyl|Acetyl carnitine|Carnitine, acetyl|Alcar|Acetyl L carnitine|Acetylcarnitine, (R)-isomer|Medosan|ALC|3-(Acetyloxy)-4-(trimethylammonio)butanoate|Acetyl-DL-carnitine|Acetylcarnitine|DL-O-Acetylcarnitine|3-(Acetyloxy)-4-(trimethylammonio)butanoic acid|(+-)-Acetylcarnitine|Acetyl-carnitine|ALCAR|Nicetile|O-Acetyl-L-carnitine|O-Acetylcarnitine|(3R)-3-Acetyloxy-4-(trimethylazaniumyl)butanoate|C2 Carnitine",C9H18NO4,204.2435,204.123583069,(3R)-3-(acetyloxy)-4-(trimethylazaniumyl)butanoate,acetyl-L-carnitine,3040-38-8,CC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1/t8-/m1/s1",RDHQFKQIGNGIED-MRVPVSSYSA-O
HMDB0000202,Methylmalonic acid,"1,1-Ethanedicarboxylic acid|2-Methylmalonic acid|alpha-Methylmalonic acid|Isosuccinic acid|1,1-Ethanedicarboxylate|2-Methylmalonate|a-Methylmalonate|a-Methylmalonic acid|alpha-Methylmalonate|Α-methylmalonate|Α-methylmalonic acid|Isosuccinate|Methylmalonate|Methyl-malonate|Methyl-malonic acid|Methyl-propanedioate|Methyl-propanedioic acid|Methylpropanedioate|Methylpropanedioic acid|Acid, methylmalonic|Methylmalonic acid",C4H6O4,118.088,118.02660868,2-methylpropanedioic acid,methylmalonic acid,516-05-2,CC(C(O)=O)C(O)=O,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)",ZIYVHBGGAOATLY-UHFFFAOYSA-N
HMDB0000207,Oleic acid,"(9Z)-Octadecenoic acid|(Z)-Octadec-9-enoic acid|18:1 N-9|18:1DElta9cis|C18:1 N-9|cis-9-Octadecenoic acid|cis-Delta(9)-Octadecenoic acid|cis-Oleic acid|FA 18:1|Octadec-9-enoic acid|Oelsaeure|Oleate|(9Z)-Octadecenoate|(Z)-Octadec-9-enoate|cis-9-Octadecenoate|cis-delta(9)-Octadecenoate|cis-Δ(9)-octadecenoate|cis-Δ(9)-octadecenoic acid|cis-Oleate|Octadec-9-enoate|(9Z)-9-Octadecenoate|(9Z)-9-Octadecenoic acid|(Z)-9-Octadecanoate|(Z)-9-Octadecanoic acid|9,10-Octadecenoate|9,10-Octadecenoic acid|9-(Z)-Octadecenoate|9-(Z)-Octadecenoic acid|9-Octadecenoate|9-Octadecenoic acid|Century CD fatty acid|cis-Octadec-9-enoate|cis-Octadec-9-enoic acid|Distoline|Emersol 210|Emersol 211|Emersol 213|Emersol 220 white oleate|Emersol 220 white oleic acid|Emersol 221 low titer white oleate|Emersol 221 low titer white oleic acid|Emersol 233LL|Emersol 6321|Emersol 6333 NF|Emersol 7021|Glycon ro|Glycon wo|Groco 2|Groco 4|Groco 5l|Groco 6|Industrene 104|Industrene 105|Industrene 205|Industrene 206|L'acide oleique|Metaupon|Oelsauere|Oleic acid extra pure|Oleinate|Oleinic acid|Pamolyn|Pamolyn 100|Pamolyn 100 FG|Pamolyn 100 FGK|Pamolyn 125|Priolene 6900|Red oil|Tego-oleic 130|Vopcolene 27|Wecoline oo|Z-9-Octadecenoate|Z-9-Octadecenoic acid|Acid, 9-octadecenoic|Acid, oleic|9 Octadecenoic acid|Acid, cis-9-octadecenoic|cis 9 Octadecenoic acid|FA(18:1(9Z))|FA(18:1n9)",C18H34O2,282.4614,282.255880332,(9Z)-octadec-9-enoic acid,oleic acid,112-80-1,CCCCCCCC\C=C/CCCCCCCC(O)=O,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",ZQPPMHVWECSIRJ-KTKRTIGZSA-N
HMDB0000208,Oxoglutaric acid,"2-Ketoglutaric acid|alpha-Ketoglutaric acid|2-Ketoglutarate|a-Ketoglutarate|a-Ketoglutaric acid|alpha-Ketoglutarate|Α-ketoglutarate|Α-ketoglutaric acid|Oxoglutarate|2-oxo-1,5-Pentanedioate|2-oxo-1,5-Pentanedioic acid|2-Oxoglutarate|2-Oxoglutaric acid|2-Oxopentanedioate|2-Oxopentanedioic acid|alpha-Oxoglutarate|Oxogluric acid|2 Oxoglutaric acid|Ketoglutaric acid|alpha Ketoglutaric acid|2 Ketoglutaric acid|alpha Ketoglutarate|alpha Oxoglutarate|2 Ketoglutarate|2 Oxoglutarate|alpha-Oxoglutaric acid|alpha-Oxopentanedioic acid|alpha-Keto-glutaric acid|Α-oxoglutaric acid|Α-oxopentanedioic acid|Α-keto-glutaric acid",C5H6O5,146.0981,146.021523302,2-oxopentanedioic acid,oxoglutarate,328-50-7,OC(=O)CCC(=O)C(O)=O,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N
HMDB0000209,Phenylacetic acid,"2-PHENYLACETIC ACID|2-Phenylethanoic acid|alpha-Toluic acid|Benzeneacetic acid|Benzylformic acid|Omega-phenylacetic acid|PA|Phenylacetate|2-PHENYLACETate|a-Toluate|a-Toluic acid|alpha-Toluate|Α-toluate|Α-toluic acid|Benzeneacetate|Benzylformate|Omega-phenylacetate|Phenylethanoate|W-Phenylacetate|W-Phenylacetic acid|Phenylacetic acid, potassium salt|Sodium phenylacetate|Phenylacetic acid, lithium salt|Phenylacetic acid, sodium salt|Phenylacetic acid, ammonium salt|Phenylacetic acid, calcium salt|Phenylacetic acid, cesium salt|Phenylacetic acid, mercury salt|Phenylacetic acid, rubidium salt|Phenylacetic acid, sodium salt , carboxy-(11)C-labeled CPD|PAA|ω-Phenylacetic acid|Phenylacetic acid",C8H8O2,136.1479,136.0524295,2-phenylacetic acid,ω-phenylacetic acid,103-82-2,OC(=O)CC1=CC=CC=C1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",WLJVXDMOQOGPHL-UHFFFAOYSA-N
HMDB0000210,Pantothenic acid,"(+)-Pantothenic acid|(R)-N-(2,4-Dihydroxy-3,3-dimethyl-1-oxobutyl)-beta-alanine|Chick antidermatitis factor|D(+)-N-(2,4-Dihydroxy-3,3-dimethylbutyryl)-beta-alanine|D-(+)-Pantothenic acid|D-Pantothenic acid|N-[(2R)-2,4-Dihydroxy-3,3-dimethylbutanoyl]-beta-alanine|PANTOTHENOIC ACID|Vitamin b5|(R)-Pantothenate|Pantothen pharmaselect|(+)-Pantothenate|(R)-N-(2,4-Dihydroxy-3,3-dimethyl-1-oxobutyl)-b-alanine|(R)-N-(2,4-Dihydroxy-3,3-dimethyl-1-oxobutyl)-β-alanine|D(+)-N-(2,4-Dihydroxy-3,3-dimethylbutyryl)-b-alanine|D(+)-N-(2,4-Dihydroxy-3,3-dimethylbutyryl)-β-alanine|D-(+)-Pantothenate|D-Pantothenate|N-[(2R)-2,4-Dihydroxy-3,3-dimethylbutanoyl]-b-alanine|N-[(2R)-2,4-Dihydroxy-3,3-dimethylbutanoyl]-β-alanine|PANTOTHENOate|(R)-Pantothenic acid|Pantothenate|b5, Vitamin|Pantothenate, zinc|b 5, Vitamin|Calcium pantothenate|Pantothenate, calcium|Vitamin b 5|Dexol|Zinc pantothenate|Pantothenic acid",C9H17NO5,219.235,219.110672659,"3-[(2R)-2,4-dihydroxy-3,3-dimethylbutanamido]propanoic acid",(+)-pantothenic acid,79-83-4,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N
HMDB0000211,myo-Inositol,"(1R,2R,3S,4S,5R,6S)-Cyclohexane-1,2,3,4,5,6-hexol|1,2,3,4,5,6-HEXAHYDROXY-cyclohexane|1,2,3,5/4,6-cyclohexanehexol|1D-Myo-inositol|1l-Myo-inositol|Bios I|cis-1,2,3,5-trans-4,6-Cyclohexanehexol|Cyclohexitol|D-Myo-inositol|Dambose|I-inositol|Inosite|Inositol|Ins|L-Myo-inositol|Meat sugar|Meso-inositol|Myoinositol|Inosital|Iso-inositol|MI|Myoinosite|Phaseomannite|Rat antispectacled eye factor|Myo inositol|Vitamin b8|Myo-inositol",C6H12O6,180.1559,180.063388116,"(1R,2R,3r,4S,5S,6s)-cyclohexane-1,2,3,4,5,6-hexol",L-inositol,87-89-8,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",CDAISMWEOUEBRE-GPIVLXJGSA-N
HMDB0000214,Ornithine,"(S)-2,5-Diaminopentanoate|(S)-2,5-Diaminopentanoic acid|(S)-2,5-Diaminovaleric acid|(S)-alpha,delta-Diaminovaleric acid|(S)-Ornithine|(S)-2,5-Diaminovalerate|(S)-a,delta-Diaminovalerate|(S)-a,delta-Diaminovaleric acid|(S)-alpha,delta-Diaminovalerate|(S)-Α,δ-diaminovalerate|(S)-Α,δ-diaminovaleric acid|(S)-a,Δ-diaminovalerate|(S)-a,Δ-diaminovaleric acid|(+)-S-Ornithine|(S)-a,D-Diaminovalerate|(S)-a,D-Diaminovaleric acid|5-Amino-L-norvaline|L-(-)-Ornithine|L-Ornithine|2,5-Diaminopentanoic acid|Ornithine dihydrochloride, (L)-isomer|Ornithine hydrochloride, (D)-isomer|Ornithine, (D)-isomer|Ornithine, (L)-isomer|2,5 Diaminopentanoic acid|Ornithine monoacetate, (L)-isomer|Ornithine monohydrochloride, (D)-isomer|Ornithine monohydrochloride, (DL)-isomer|Ornithine phosphate (1:1), (L)-isomer|Ornithine sulfate (1:1), (L)-isomer|Ornithine hydrochloride, (DL)-isomer|Ornithine hydrochloride, (L)-isomer|Ornithine monohydrobromide, (L)-isomer|Ornithine, (DL)-isomer",C5H12N2O2,132.161,132.089877638,"(2S)-2,5-diaminopentanoic acid",ornithine,3184-13-2,NCCC[C@H](N)C(O)=O,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",AHLPHDHHMVZTML-BYPYZUCNSA-N
HMDB0000216,Norepinephrine,"(-)-Arterenol|(-)-Noradrenaline|(-)-Norepinephrine|(R)-(-)-Norepinephrine|(R)-4-(2-amino-1-Hydroxyethyl)-1,2-benzenediol|(R)-Norepinephrine|4-[(1R)-2-amino-1-Hydroxyethyl]-1,2-benzenediol|Arterenol|L-Noradrenaline|L-Norepinephrine|Noradrenaline|Norepinefrina|Norepinephrinum|(-)-(R)-Norepinephrine|(-)-alpha-(Aminomethyl)protocatechuyl alcohol|(R)-Noradrenaline|4-(2-amino-1-Hydroxyethyl)-1,2-benzenediol|Adrenor|Aktamin|L-2-amino-1-(3,4-Dihydroxyphenyl)ethanol|L-3,4-Dihydroxyphenylethanolamine|L-alpha-(Aminomethyl)-3,4-dihydroxybenzyl alcohol|L-Arterenol|Levarterenol|Levoarterenol|Levonor|Levonoradrenaline|Levonorepinephrine|Levophed|Nor-epirenan|Noradrenalin|Norartrinal|Norepirenamine|Sympathin E",C8H11NO3,169.1778,169.073893223,"4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol",norepinephrine,51-41-2,NC[C@H](O)C1=CC(O)=C(O)C=C1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",SFLSHLFXELFNJZ-QMMMGPOBSA-N
HMDB0000220,Palmitic acid,"1-Hexyldecanoic acid|1-Pentadecanecarboxylic acid|16:00|C16|C16 Fatty acid|C16:0|Cetylic acid|CH3-[CH2]14-COOH|FA 16:0|Hexadecanoate|Hexadecoic acid|Hexadecylic acid|Hexaectylic acid|N-Hexadecanoic acid|N-Hexadecoic acid|Palmitate|Palmitinic acid|Palmitinsaeure|Pentadecanecarboxylic acid|1-Hexyldecanoate|1-Pentadecanecarboxylate|Cetylate|Hexadecanoic acid|Hexadecoate|Hexadecylate|Hexaectylate|N-Hexadecanoate|N-Hexadecoate|Palmitinate|Pentadecanecarboxylate|Edenor C16|Emersol 140|Emersol 143|Glycon p-45|Hexadecanoate (N-C16:0)|Hexadecanoic acid palmitic acid|Hydrofol|Hydrofol acid 1690|Hystrene 8016|Hystrene 9016|Industrene 4516|Kortacid 1698|Loxiol ep 278|Lunac p 95|Lunac p 95KC|Lunac p 98|Palmitoate|Palmitoic acid|PAM|PLM|Prifac 2960|Prifrac 2960|Pristerene 4934|Univol u332|Acid, hexadecanoic|Acid, palmitic|FA(16:0)",C16H32O2,256.4241,256.240230268,hexadecanoic acid,palmitic acid,57-10-3,CCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N
HMDB0000223,Oxalacetic acid,"2-Oxobutanedioic acid|2-Oxosuccinic acid|3-Carboxy-3-oxopropanoic acid|Keto-succinic acid|Ketosuccinic acid|OAA|Oxobutanedioic acid|Oxosuccinic acid|Oxaloacetic acid|Keto-oxaloacetate|2-Oxobutanedioate|2-Oxosuccinate|3-Carboxy-3-oxopropanoate|Keto-succinate|Ketosuccinate|Oxobutanedioate|Oxosuccinate|Oxaloacetate|Keto-oxaloacetic acid|Oxalacetate|2-Ketosuccinate|2-Ketosuccinic acid|a-Ketosuccinate|a-Ketosuccinic acid|alpha-Ketosuccinate|alpha-Ketosuccinic acid|Oxaloethanoate|Oxaloethanoic acid|Acid, oxaloacetic|Acid, oxalacetic|2 Ketosuccinic acid|2 oxo Butanedioic acid|2-oxo-Butanedioic acid",C4H4O5,132.0716,132.005873238,2-oxobutanedioic acid,oxalacetate,328-42-7,OC(=O)CC(=O)C(O)=O,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)",KHPXUQMNIQBQEV-UHFFFAOYSA-N
